id,summary,published_at,topic
c7375fac-21a5-4612-b6c6-645261a85aee,"Summary:
Former President Joe Biden has been diagnosed with prostate cancer that has metastasized to the bone. The cancer is considered aggressive but hormone-sensitive, allowing for effective management. Biden and his family are reviewing treatment options. Prostate cancer is a leading cause of cancer death for U.S. men. Biden, who left office in January, had previously led the Cancer Moonshot initiative to reduce cancer deaths.

Relevant Topics:
1. Prostate cancer
2. Cancer research and initiatives
3. Health and medical treatment
4. Former President Joe Biden
5. Former Vice President Kamala Harris
6. President Donald Trump

Key Named Entities:
1. Joe Biden (former President)
2. Kamala Harris (Vice President)
3. Donald Trump (former President)
4. Centers for Disease Control and Prevention
5. Cancer Moonshot initiative
6. Joe Hernandez (contributor)",2025-05-18 20:32:42+00:00,0
bd41b93b-5654-460e-b53d-aed40041f00a,"Summary:
Prime Minister Mark Carney announced that the Liberal government will present a federal budget in the fall instead of the spring to allow for clarity on economic and fiscal issues. Finance Minister François-Philippe Champagne mentioned that instead of a spring budget, an economic statement would be provided. Carney emphasized that the fall budget would be comprehensive and ambitious, addressing defense spending, economic outlook, and government efficiency. He also highlighted the upcoming NATO summit and the need for clarity in Canada-U.S. economic relations. Carney attended a mass presided over by Pope Leo XIV in Rome and had bilateral meetings with various world leaders.

Relevant Topics:
1. Federal Budget
2. Economic Statement
3. Defense Spending
4. Canada-U.S. Economic Relations
5. International Diplomacy
6. Vatican Relations
7. Indigenous Artifacts Repatriation

Key Named Entities:
1. Mark Carney - Prime Minister
2. François-Philippe Champagne - Finance Minister
3. JD Vance - U.S. Vice-President
4. Pope Leo XIV
5. Diana Carney - Prime Minister's wife
6. Cleo Carney - Prime Minister's daughter
7. Friedrich Merz - German Chancellor
8. Jaime Battiste - Nova Scotia MP
9. Pope Francis
10. Canadian Catholic cardinals",2025-05-18 14:54:09+00:00,1
eb817b95-e46d-4033-85ab-470921bc3ee3,"Summary:
Prime Minister Mark Carney announced that the Liberal government will present a federal budget in the fall instead of the spring, citing the need for clarity on economic and fiscal issues. Finance Minister François-Philippe Champagne mentioned that instead of a spring budget, an economic statement would be provided. Carney emphasized that the fall budget will be comprehensive and ambitious, addressing defense spending, economic outlook, and government efficiency. He also highlighted the upcoming NATO summit and the need for clarity in Canada-U.S. economic relations. Carney attended Pope Leo XIV's inaugural mass in Rome and had meetings with various world leaders.

Relevant Topics:
1. Federal Budget Planning
2. Economic and Fiscal Issues
3. Defense Spending
4. Canada-U.S. Relations
5. International Diplomacy
6. Indigenous Artifacts Repatriation
7. Reconciliation Efforts

Key Named Entities:
1. Mark Carney (Prime Minister)
2. François-Philippe Champagne (Finance Minister)
3. NATO
4. United States
5. JD Vance (U.S. Vice-President)
6. Pope Leo XIV
7. Diana Carney (Prime Minister's wife)
8. Cleo Carney (Prime Minister's daughter)
9. German Chancellor Friedrich Merz
10. Jaime Battiste (Nova Scotia MP)
11. Pope Francis
12. Indigenous Leaders",2025-05-18 14:54:09+00:00,1
a0af7829-805c-486b-acdc-da818cd3cf1c,"Summary:
Prime Minister Mark Carney announced that the Liberal government will present a federal budget in the fall instead of the spring, citing the need for clarity on economic and fiscal issues. The budget will be comprehensive and ambitious, addressing defense spending, economic outlook, and government efficiency. Carney also mentioned budgetary implications from the upcoming NATO summit and the need for clarity in Canada-U.S. economic relations. He attended Pope Leo XIV's inaugural mass in Rome and had meetings with various world leaders.

Relevant Topics:
1. Federal budget planning
2. Economic and fiscal issues
3. Defense spending
4. Canada-U.S. economic relations
5. International diplomacy
6. Pope Leo XIV's inaugural mass
7. Indigenous artifacts repatriation

Key Named Entities:
1. Prime Minister Mark Carney
2. Finance Minister François-Philippe Champagne
3. U.S. Vice-President JD Vance
4. Pope Leo XIV
5. German Chancellor Friedrich Merz
6. Canadian MPs, including Jaime Battiste
7. Indigenous leaders
8. NATO Summit",2025-05-18 14:54:09+00:00,1
e638853e-f70c-4bec-882a-43991d50d7ac,"The article lists the names of various countries around the world, including the United States and its territories, as well as other nations from Afghanistan to Zimbabwe.

Topics:
- International relations
- Global geography

Key Named Entities:
- United States of America
- US Virgin Islands
- United States Minor Outlying Islands
- Various other countries mentioned in the list",2025-05-17 15:30:00+00:00,0
18fb583e-b064-472c-ab14-109843184b0d,"Summary:
House Republicans blocked President Trump's proposed bill in the House, with four Republicans joining Democrats in voting it down. The bill was criticized for cutting too much from programs like Medicaid and education, while others felt it did not do enough to reduce the deficit. The national debt and deficit have been a long-standing issue, with Moody's recently voting to strip the US of its AAA rating. President Trump announced business deals in the Persian Gulf states and hinted at a potential agreement with Iran.

Relevant Topics:
1. Federal spending and deficit reduction
2. Healthcare and education programs
3. National debt and fiscal responsibility
4. International relations and foreign policy

Key Named Entities:
1. President Trump
2. House Republicans
3. Democrats
4. Moody's
5. Joint Tax Committee
6. Ronald Reagan
7. Iran
8. North Korea
9. Qatar
10. George McGovern",2025-05-17 12:47:33+00:00,0
ec423745-9fb9-4f24-9f06-7e7c4821babd,"Summary:
The Department of Justice under President Trump has brought charges against individuals for illegal voting in federal elections, including green card holders and non-U.S. citizens. These charges come amid efforts by the Trump administration and Republicans to tighten voter registration rules. The DOJ's Civil Rights Division has shifted focus to enforcing the president's executive orders, with some cases involving the Department of Government Efficiency (DOGE), led by Elon Musk.

Relevant Topics:
1. Voter fraud
2. Department of Justice
3. Illegal voting
4. Voter registration rules
5. Executive orders
6. Department of Government Efficiency (DOGE)
7. Civil Rights Division

Key Named Entities:
1. Yelyzaveta Demydenko
2. Svitlana Demydenko
3. Akeel Abdul Jamiel
4. Jacqueline Wallace
5. President Trump
6. Elon Musk
7. Department of Justice
8. Department of Government Efficiency (DOGE)
9. University of Idaho law professor Benji Cover",2025-05-17 09:00:00+00:00,0
0fb3c9c0-d24a-4f4d-a07e-1fe587361407,"Summary:
The article discusses the use of budget reconciliation bills in Congress, particularly focusing on the historical context of such bills and their impact on federal fiscal policy. It highlights the significance of the term ""one big, beautiful bill"" coined by President Trump and its proposed use for the current House legislation. The article also delves into the history of budget reconciliation bills, mentioning their importance in enacting key programs for past presidents, including Ronald Reagan's ambitious use of reconciliation in 1981, known as ""Reaganomics.""

Relevant Topics:
1. Budget Reconciliation Bills
2. Federal Fiscal Policy
3. Tax Cuts
4. Defense Spending
5. Social Safety Net Programs

Key Named Entities:
1. President Trump
2. Ronald Reagan
3. Affordable Care Act (Obamacare)
4. Biden's energy and infrastructure initiatives
5. Federal Budget
6. Pentagon",2025-05-17 09:00:00+00:00,0
ca661888-026e-41ce-9e4e-612884a1c1ed,"Summary:
The Department of Government Efficiency (DOGE) is attempting to expand its reach beyond high-profile Cabinet agencies and even beyond the executive branch and federal government. DOGE has been trying to embed its staffers in various entities, both inside and outside the government, to review their operations and potentially make changes. Some entities have resisted DOGE's efforts, and there have been instances of confrontations and disputes.

Relevant Topics:
1. Department of Government Efficiency (DOGE)
2. Government Accountability Office (GAO)
3. Trump administration policies and budget proposals
4. Independent organizations and agencies
5. Federal government restructuring and cost-cutting initiatives

Key Named Entities:
1. Department of Government Efficiency (DOGE)
2. Government Accountability Office (GAO)
3. U.S. Institute of Peace
4. AmeriCorps
5. Federal Mediation and Conciliation Service
6. Corporation for Public Broadcasting
7. Vera Institute of Justice
8. General Services Administration (GSA)
9. U.S. African Development Foundation (USADF)
10. Inter-American Foundation (IAF)
11. Institute of Museum and Library Services
12. National Endowment for the Humanities (NEH)
13. Minority Business Development Agency
14. Nate Cavanaugh
15. Justin Fox",2025-05-17 09:00:00+00:00,0
629678c5-d295-444d-86b3-01cdf73d8889,"Summary:
Two Republican-appointed judges on the U.S. Court of Appeals for the D.C. Circuit issued a stay on a preliminary injunction that had blocked the Trump administration's efforts to limit federal workers' collective bargaining rights on national security grounds. The move allows the administration to resume its union-busting campaign while the legal challenge continues. The judges argued that the union had not proven irreparable harm, and the injunction impeded the president's national security prerogatives.

Relevant Topics:
- Labor unions
- Federal workforce
- Collective bargaining rights
- National security
- Legal challenges

Key Named Entities:
- U.S. Court of Appeals for the D.C. Circuit
- Trump administration
- President Trump
- U.S. District Judge Paul Friedman
- National Treasury Employees Union (NTEU)
- U.S. Foreign Service officers
- Circuit judges Karen Henderson and Justin Walker
- Circuit Judge J. Michelle Childs
- Office of Personnel Management (OPM)
- Government Executive",2025-05-16 23:24:42+00:00,0
76fd1e5e-397c-4539-bf0a-07c383cd2fa7,"Summary:
Opposition parties criticize Prime Minister Mark Carney for not tabling a federal budget before the House of Commons rises for the summer. Instead, Finance Minister François-Philippe Champagne announced that the government will present an economic statement in the fall, along with a ways-and-means motion to introduce a promised tax cut. The decision not to table a budget was met with criticism from Conservative Leader Pierre Poilievre and interim NDP leader Don Davies, who argue that Parliament needs to scrutinize spending plans, especially in light of the economic crisis caused by U.S. tariffs.

Key Topics:
1. Federal budget
2. Economic statement
3. Tax cut
4. Opposition criticism
5. Parliamentary scrutiny
6. Economic situation and U.S. tariffs
7. Cabinet committees

Key Named Entities:
1. Prime Minister Mark Carney
2. Finance Minister François-Philippe Champagne
3. Conservative Leader Pierre Poilievre
4. Interim NDP leader Don Davies
5. Ken Boessenkool (policy expert)
6. U.S. President Donald Trump
7. Meredith, Boessenkool and Phillips (consulting firm)",2025-05-16 22:33:12+00:00,1
92e00a4c-5f6e-472f-bd37-e3b0113a061b,"Summary:
Opposition parties criticize Prime Minister Mark Carney for not tabling a federal budget before the summer break, with Finance Minister François-Philippe Champagne announcing an economic statement for the fall instead. The government plans to introduce a tax cut promised during the election and prioritize affordability and economic growth. Concerns are raised about the delay in presenting a fiscal plan amidst economic uncertainty due to U.S. tariffs.

Relevant Topics:
1. Federal budget planning
2. Economic statement
3. Tax cuts
4. Opposition criticism
5. Economic uncertainty
6. Government spending and efficiency
7. Canada-U.S. relations

Key Named Entities:
1. Prime Minister Mark Carney
2. Finance Minister François-Philippe Champagne
3. Conservative Leader Pierre Poilievre
4. Interim NDP leader Don Davies
5. Ken Boessenkool (policy expert)
6. U.S. President Donald Trump",2025-05-16 22:33:12+00:00,1
cb10c66c-aa26-41b0-be82-07dd77da2135,"Summary:
Brian Miller, who served as the Special Inspector General for Pandemic Recovery (SIGPR), was found to have concurrently held a senior role as the acting general counsel for the Housing and Urban Development Department. This arrangement has raised concerns about the independence of inspectors general and the potential conflict of interest in overseeing pandemic relief funds. Despite assurances from HUD that there was no overlap in Miller's roles, critics have questioned the integrity of the oversight system.

Relevant Topics:
1. Inspectors General
2. Government Oversight
3. Pandemic Relief Funds
4. Legal Guidance
5. Conflict of Interest

Key Named Entities:
1. Brian Miller - Former SIGPR and acting general counsel for HUD
2. Danielle Brian - Executive Director of the Project on Government Oversight
3. David Woll - Nominee for HUD general counsel
4. Kasey Lovett - HUD spokesperson
5. Trump Administration",2025-05-16 21:58:31+00:00,0
b103015e-2281-47b1-8b68-1cf0092dbb25,"Summary:
U.S. District Judge Paul Friedman issued a preliminary injunction blocking the Trump administration from implementing an executive order that aimed to strip federal employees of their union rights under the guise of national security. The order targeted the rights of federal workers, including those at the State Department and U.S. Agency for International Development, and was found to potentially have retaliatory motives against certain labor groups. The decision has been appealed to the U.S. Court of Appeals for the D.C. Circuit.

Relevant Topics:
- Labor unions
- Federal workforce
- Executive orders
- National security
- Civil Service Reform Act

Key Named Entities:
- U.S. District Judge Paul Friedman
- President Trump
- American Foreign Service Association (AFSA)
- U.S. Court of Appeals for the D.C. Circuit
- State Department
- U.S. Agency for International Development
- National Treasury Employees Union
- U.S. Customs and Border Protection",2025-05-16 21:23:49+00:00,0
8a37e04c-4742-4bc0-af18-e00943bd5cbe,"Summary:
The Trump administration is complying with a court order to pause layoffs in federal agencies, but is still reducing the federal workforce through other means such as firing probationary employees. Agencies like HUD, Labor Department, and National Science Foundation have been affected by court orders regarding layoffs and reorganization plans. The Office of Special Counsel has dropped cases of probationary employees who pursued appeals, arguing that agencies can fire them for any reason at any time.

Relevant Topics:
- Federal workforce reduction
- Court orders on layoffs
- Probationary employee firings
- Office of Special Counsel jurisdiction
- Agency reorganization plans

Key Named Entities:
- Trump administration
- Housing and Urban Development Department (HUD)
- Labor Department
- National Science Foundation
- Office of Management and Budget
- Office of Personnel Management
- Interior Department
- Departments of Commerce and Health and Human Services
- Office of Special Counsel
- President Trump
- U.S. Trade Representative Jamieson Greer
- Merit Systems Protection Board
- District Judge Susan Illston
- Sean Michael Newhouse",2025-05-16 21:16:00+00:00,0
8a597ac1-3551-44fc-87da-c520979b43f0,"Summary:
The article discusses the impact of the Department of Government Efficiency (DOGE) initiative, announced by President Trump six months ago, on federal workers across various agencies. NPR reporters have been analyzing how the cuts resulting from the initiative have affected workers like food inspectors, nuclear scientists, and firefighters. The article aims to provide a clearer picture of the overall impact of the DOGE initiative on federal employees and how it may be felt by Americans beyond Washington.

Relevant Topics:
1. Department of Government Efficiency (DOGE) initiative
2. Federal government restructuring
3. Impact on federal workers
4. Budget cuts and job losses
5. Public services and safety

Key Named Entities:
1. President Trump
2. NPR reporters
3. Department of Government Efficiency (DOGE)
4. Federal workers (food inspectors, nuclear scientists, firefighters)
5. Americans
6. Washington
7. Alejandra Marquez Janse (Producer)
8. Connor Donevan (Producer)
9. Simon-Laslo Janssen (Audio engineer)
10. Ashley Brown (Editor)
11. Nadia Lancy (Editor)
12. Sami Yenigun (Executive producer)",2025-05-16 21:13:58+00:00,0
e9848bf8-aedd-43c0-9631-c240134d2b24,"Summary:
The Department of Government Efficiency (DOGE) attempted to assign a team of staffers to the U.S. Government Accountability Office (GAO), a legislative branch agency known as Congress' watchdog. However, GAO rejected the efforts, asserting its independence from DOGE oversight. The situation has sparked concerns about the separation of powers and the independence of legislative branch agencies.

Key Topics:
1. Department of Government Efficiency (DOGE)
2. U.S. Government Accountability Office (GAO)
3. Separation of powers
4. Legislative branch independence
5. Congressional oversight
6. Government technology overhaul
7. Fraud prevention
8. Inspectors general

Key Named Entities:
1. Department of Government Efficiency (DOGE)
2. U.S. Government Accountability Office (GAO)
3. Justin Fox (DOGE staffer)
4. Rep. Gerry Connolly (D-Va.)
5. President Donald Trump
6. Office of Management and Budget (OMB)
7. Librarian of Congress
8. U.S. Copyright Office
9. Inspectors general
10. Executive Committee
11. IFPTE (parent union)
12. Nextgov/FCW (news outlet)",2025-05-16 19:47:00+00:00,0
ef861e60-da2d-4353-ac71-aa33afbd33c6,"Summary:
The Department of Government Efficiency (DOGE) attempted to embed a team within the U.S. Government Accountability Office (GAO), a legislative branch entity that audits government spending and suggests efficiency measures. However, GAO rejected the request, citing its independence from presidential executive orders. This move by DOGE is part of its efforts to expand beyond executive branch agencies. The rejection has led to tensions between Congress and the executive branch.

Key Topics:
- Department of Government Efficiency (DOGE)
- U.S. Government Accountability Office (GAO)
- Government spending
- Separation of powers
- Congressional oversight
- Executive branch agencies

Key Named Entities:
- Department of Government Efficiency (DOGE)
- U.S. Government Accountability Office (GAO)
- President Trump
- Acting Administrator of DOGE Amy Gleason
- Rep. Gerry Connolly (D-Va.)
- Corporation for Public Broadcasting (CPB)
- Vera Institute of Justice
- Librarian of Congress
- Senate Majority Leader John Thune",2025-05-16 19:30:31+00:00,0
b44ef699-6b6f-4f9f-bb6c-b52524728146,"Summary:
The article discusses President Trump's first major foreign trip to the Middle East, where he was greeted with lavish displays of wealth and power. The focus of the trip was on securing money and deals for the United States, with agreements made with Qatar, Saudi Arabia, and the United Arab Emirates. One highlight of the trip was Qatar's gift of a $400 million 747 plane to replace Air Force One, which has drawn criticism and raised concerns about potential violations of the Emoluments Clause.

Relevant Topics:
- Foreign policy
- Presidential trips
- International relations
- Arms deals
- Emoluments Clause

Key Named Entities:
- President Trump
- Qatar
- Saudi Arabia
- United Arab Emirates
- Air Force One
- Boeing
- Emoluments Clause
- Senate Republican leader John Thune
- Sen. Mike Rounds
- Sen. John Kennedy",2025-05-16 18:38:05+00:00,0
2068260b-c5b0-4371-96d7-3a719f811543,"Summary:
FBI Director Kash Patel announced plans to move 1,500 employees out of the Washington, D.C., area due to safety concerns with the current headquarters. The agency has been pursuing a new headquarters for a decade, with a site in Greenbelt, Maryland, selected but put on hold under the Trump administration's directive to build a new facility at the current location.

Relevant Topics:
1. FBI headquarters relocation
2. Employee safety concerns
3. Government spending on infrastructure
4. Political influence on agency decisions

Key Named Entities:
1. Kash Patel - FBI Director
2. J. Edgar Hoover building - Current FBI headquarters
3. General Services Administration (GSA) - Involved in selecting new FBI headquarters site
4. Donald Trump - Former President
5. Maria Bartiromo - Fox Business host
6. Greenbelt, Maryland - Site selected for new FBI headquarters
7. Virginia - Alternative site for new FBI headquarters
8. Justice Department - Involved in decisions regarding FBI headquarters
9. American men and women - Prospective FBI employees
10. Washington, D.C. - Current location of FBI headquarters",2025-05-16 18:33:00+00:00,0
2b76361a-aace-4540-861e-bf06865ac413,"Summary:
Former FBI Director James Comey is under investigation by the Trump administration for a social media post on Instagram showing seashells arranged into the numbers ""8647."" Some officials and supporters of President Trump interpret this as a threat to the president. The numbers ""86"" are slang for ""get rid of,"" and Trump is the 47th president. Comey deleted the post and stated he did not intend a violent message. Some Republicans are calling for consequences, with Homeland Security and the Secret Service investigating the matter.

Key Topics:
- Social media post interpretation
- Threats to the president
- Investigation and response
- Political implications of language

Key Named Entities:
- James Comey (former FBI Director)
- President Trump
- Donald Trump Jr.
- Merriam-Webster
- Homeland Security Secretary Kristi Noem
- Secret Service
- Director of National Intelligence Tulsi Gabbard
- Ryan Routh
- Sarah Huckabee Sanders",2025-05-16 17:54:50+00:00,0
b68ee14c-2e5e-480f-97c5-3dbf77b61f34,"Summary:
The inspector general for the National Labor Relations Board (NLRB) is investigating the Department of Government Efficiency (DOGE) following whistleblower claims made by an IT staffer about sensitive data leaving the agency. The investigation was prompted by NPR's reporting and concerns raised by House Democrats about potential technological malfeasance and illegal activity by DOGE. Allegations include demands for high-level access to NLRB systems and disabling of tracking measures. More than 50 House Democrats have requested more information about DOGE's activities at the NLRB.

Relevant Topics:
1. Whistleblower claims
2. Data security and privacy
3. Government oversight
4. Federal agency interactions
5. Congressional inquiries

Key Named Entities:
1. National Labor Relations Board (NLRB)
2. Department of Government Efficiency (DOGE)
3. NPR
4. Federal Labor Caucus
5. House Oversight Committee
6. Luiz Santos (Acting Inspector General at the Department of Labor)
7. Ruth Blevins (Inspector General at the NLRB)
8. Daniel Berulis (IT staffer and whistleblower)
9. William Cowen (Acting NLRB general counsel)
10. Tim Bearese (NLRB spokesperson)
11. Stephen Fowler (Author, Signal contact: stphnfwlr.25)
12. Jenna McLaughlin (Author, Signal contact: jennamclaughlin.54)",2025-05-16 16:56:12+00:00,0
9fc962d9-eec7-49eb-9a55-3d723491297d,"Summary:
Microsoft conducted an internal review and engaged an external firm to investigate claims that its Azure and AI technology was being used by the Israeli military to harm civilians in Gaza. The company found no evidence of wrongdoing and stated that its relationship with the Israel Ministry of Defense is a standard commercial one. However, former Microsoft employees protested the company's contracts with Israel, leading to dismissals. A group called No Azure for Apartheid accuses Microsoft of enabling an apartheid state by providing cloud and AI services to Israel.

Relevant Topics:
- Technology contracts with government entities
- Ethics in AI and cloud computing
- Corporate social responsibility
- Human rights violations in conflict zones
- Employee activism and corporate responses

Key Named Entities:
- Microsoft
- Israel Ministry of Defense (IMOD)
- Mustafa Suleyman (Microsoft's AI CEO)
- Bill Gates (Microsoft co-founder)
- Steve Ballmer (former Microsoft CEO)
- Satya Nadella (Microsoft CEO)
- Ibtihal Aboussad (former Microsoft employee)
- Vaniya Agrawal (former Microsoft employee)
- Hossam Nasr (organizer of No Azure for Apartheid)
- No Azure for Apartheid (employee activist group)
- The Guardian
- Associated Press",2025-05-16 14:10:24+00:00,0
b2005f5e-d29a-4d1e-8c07-b591fecb4265,"Summary:
The article discusses a legal challenge involving two officials, Gwynne Wilcox and Cathy Harris, who were fired by President Trump from their positions on the National Labor Relations Board and the Merit Systems Protection Board, respectively. The issue at hand is whether the president has the constitutional authority to remove board members from agencies designed to be independent of the White House. Lower court judges had ruled in favor of the officials, citing a 1935 Supreme Court decision, but the Trump administration appealed the decisions. The case raises concerns about the independence of other government boards and agencies.

Relevant Topics:
1. Presidential power
2. Agency independence
3. Constitutional authority
4. Government appointments
5. Legal challenges

Key Named Entities:
1. Gwynne Wilcox
2. Cathy Harris
3. President Trump
4. National Labor Relations Board
5. Merit Systems Protection Board
6. Chief Justice John Roberts
7. Federal Trade Commission
8. Equal Employment Opportunity Commission
9. Federal Reserve
10. Jerome Powell",2025-05-16 09:01:00+00:00,0
